0;13.5628941950619;_a4_;{'d0': {'_a4_': 0.4899762030460544, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 4.816684445098421};27.1257883901237;0.0
20128;0.888087619816850;(y + (y / ((((exp(_a3_) ** y) / _a7_) * _a1_) / y)));{'d0': {'_a1_': 1491.4325266319277, '_a3_': 4.728999080753199, '_a7_': 10689.297271775446, '_a0_': 1.0, '_a2_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.7213065766800807};-78.6121328018114;40.1941540207225
20129;0.888087619816850;(y + (y / ((((exp(_a3_) ** y) / _a7_) * _a1_) / y)));{'d0': {'_a1_': 1491.4325266319277, '_a3_': 4.728999080753199, '_a7_': 10689.297271775446, '_a0_': 1.0, '_a2_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.7213065766800807};-78.6121328018114;40.1941540207225
20130;0.888087619816850;(y + (y / ((((exp(_a3_) ** y) / _a7_) * _a1_) / y)));{'d0': {'_a1_': 1491.4325266319277, '_a3_': 4.728999080753199, '_a7_': 10689.297271775446, '_a0_': 1.0, '_a2_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.7213065766800807};-78.6121328018114;40.1941540207225
20131;0.888087619816850;(y + (y / ((((exp(_a3_) ** y) / _a7_) * _a1_) / y)));{'d0': {'_a1_': 1491.4325266319277, '_a3_': 4.728999080753199, '_a7_': 10689.297271775446, '_a0_': 1.0, '_a2_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.7213065766800807};-78.6121328018114;40.1941540207225
20132;0.888087619816850;(y + (y / ((((exp(_a3_) ** y) / _a7_) * _a1_) / y)));{'d0': {'_a1_': 1491.4325266319277, '_a3_': 4.728999080753199, '_a7_': 10689.297271775446, '_a0_': 1.0, '_a2_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.7213065766800807};-78.6121328018114;40.1941540207225
20133;0.888087619816850;(y + (y / ((((exp(_a3_) ** y) / _a7_) * _a1_) / y)));{'d0': {'_a1_': 1491.4325266319277, '_a3_': 4.728999080753199, '_a7_': 10689.297271775446, '_a0_': 1.0, '_a2_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.7213065766800807};-78.6121328018114;40.1941540207225
20134;0.888087619816850;(y + (y / ((((exp(_a3_) ** y) / _a7_) * _a1_) / y)));{'d0': {'_a1_': 1491.4325266319277, '_a3_': 4.728999080753199, '_a7_': 10689.297271775446, '_a0_': 1.0, '_a2_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.7213065766800807};-78.6121328018114;40.1941540207225
20135;0.888087619816850;(y + (y / ((((exp(_a3_) ** y) / _a7_) * _a1_) / y)));{'d0': {'_a1_': 1491.4325266319277, '_a3_': 4.728999080753199, '_a7_': 10689.297271775446, '_a0_': 1.0, '_a2_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.7213065766800807};-78.6121328018114;40.1941540207225
20136;0.888087614358006;(x + (y / ((((exp(_a3_) ** y) / _a7_) * _a1_) / y)));{'d0': {'_a1_': -277886.833276449, '_a3_': 4.728992067445742, '_a7_': -1991652.031124563, '_a0_': 1.0, '_a2_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.7213065765488307};-78.6121328127291;40.1941540207225
20137;0.888087614358006;(x + (y / ((((exp(_a3_) ** y) / _a7_) * _a1_) / y)));{'d0': {'_a1_': -277886.833276449, '_a3_': 4.728992067445742, '_a7_': -1991652.031124563, '_a0_': 1.0, '_a2_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.7213065765488307};-78.6121328127291;40.1941540207225
20138;0.888087614358006;(x + (y / ((((exp(_a3_) ** y) / _a7_) * _a1_) / y)));{'d0': {'_a1_': -277886.833276449, '_a3_': 4.728992067445742, '_a7_': -1991652.031124563, '_a0_': 1.0, '_a2_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.7213065765488307};-78.6121328127291;40.1941540207225
20139;-4.47798053308429;(x + (y / ((((_a4_ ** y) / _a7_) * _a1_) / y)));{'d0': {'_a1_': 469516833.0808121, '_a4_': 113.18215897362902, '_a7_': 3365190267.825875, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.7213065762414992};-78.6121328382937;34.8280858860625
20140;-4.47798053308429;(x + (y / ((((_a4_ ** y) / _a7_) * _a1_) / y)));{'d0': {'_a1_': 469516833.0808121, '_a4_': 113.18215897362902, '_a7_': 3365190267.825875, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.7213065762414992};-78.6121328382937;34.8280858860625
20141;-4.47798053308429;(x + (y / ((((_a4_ ** y) / _a7_) * _a1_) / y)));{'d0': {'_a1_': 469516833.0808121, '_a4_': 113.18215897362902, '_a7_': 3365190267.825875, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.7213065762414992};-78.6121328382937;34.8280858860625
20142;-4.47798053308429;(x + (y / ((((_a4_ ** y) / _a7_) * _a1_) / y)));{'d0': {'_a1_': 469516833.0808121, '_a4_': 113.18215897362902, '_a7_': 3365190267.825875, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.7213065762414992};-78.6121328382937;34.8280858860625
20143;-4.47798053308429;(x + (y / ((((_a4_ ** y) / _a7_) * _a1_) / y)));{'d0': {'_a1_': 469516833.0808121, '_a4_': 113.18215897362902, '_a7_': 3365190267.825875, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.7213065762414992};-78.6121328382937;34.8280858860625
20144;-4.47798053308429;(x + (y / ((((_a4_ ** y) / _a7_) * _a1_) / y)));{'d0': {'_a1_': 469516833.0808121, '_a4_': 113.18215897362902, '_a7_': 3365190267.825875, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.7213065762414992};-78.6121328382937;34.8280858860625
20145;-4.47798053308429;(x + (y / ((((_a4_ ** y) / _a7_) * _a1_) / y)));{'d0': {'_a1_': 469516833.0808121, '_a4_': 113.18215897362902, '_a7_': 3365190267.825875, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.7213065762414992};-78.6121328382937;34.8280858860625
20146;-4.47798053308429;(x + (y / ((((_a4_ ** y) / _a7_) * _a1_) / y)));{'d0': {'_a1_': 469516833.0808121, '_a4_': 113.18215897362902, '_a7_': 3365190267.825875, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.7213065762414992};-78.6121328382937;34.8280858860625
20147;-4.47798053308429;(x + (y / ((((_a4_ ** y) / _a7_) * _a1_) / y)));{'d0': {'_a1_': 469516833.0808121, '_a4_': 113.18215897362902, '_a7_': 3365190267.825875, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.7213065762414992};-78.6121328382937;34.8280858860625
20148;0.189347830372628;(x + (pow2(x) / ((((_a4_ ** y) / _a7_) * _a1_) / y)));{'d0': {'_a1_': 93026293.36746728, '_a4_': 1149.5252347201117, '_a7_': 4423773382.450139, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.74499491017033};-76.6733450565999;38.526020358672504
20149;0.189347830372628;(x + (pow2(x) / ((((_a4_ ** y) / _a7_) * _a1_) / y)));{'d0': {'_a1_': 93026293.36746728, '_a4_': 1149.5252347201117, '_a7_': 4423773382.450139, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.74499491017033};-76.6733450565999;38.526020358672504
20150;0.189347830372628;(x + (pow2(x) / ((((_a4_ ** y) / _a7_) * _a1_) / y)));{'d0': {'_a1_': 93026293.36746728, '_a4_': 1149.5252347201117, '_a7_': 4423773382.450139, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.74499491017033};-76.6733450565999;38.526020358672504
20151;0.189347830372628;(x + (pow2(x) / ((((_a4_ ** y) / _a7_) * _a1_) / y)));{'d0': {'_a1_': 93026293.36746728, '_a4_': 1149.5252347201117, '_a7_': 4423773382.450139, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.74499491017033};-76.6733450565999;38.526020358672504
20152;0.189347830372628;(x + (pow2(x) / ((((_a4_ ** y) / _a7_) * _a1_) / y)));{'d0': {'_a1_': 93026293.36746728, '_a4_': 1149.5252347201117, '_a7_': 4423773382.450139, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.74499491017033};-76.6733450565999;38.526020358672504
20153;0.189347830372628;(x + (pow2(x) / ((((_a4_ ** y) / _a7_) * _a1_) / y)));{'d0': {'_a1_': 93026293.36746728, '_a4_': 1149.5252347201117, '_a7_': 4423773382.450139, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.74499491017033};-76.6733450565999;38.526020358672504
20154;0.189347830372628;(x + (pow2(x) / ((((_a4_ ** y) / _a7_) * _a1_) / y)));{'d0': {'_a1_': 93026293.36746728, '_a4_': 1149.5252347201117, '_a7_': 4423773382.450139, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.74499491017033};-76.6733450565999;38.526020358672504
20155;0.189347830372628;(x + (pow2(x) / ((((_a4_ ** y) / _a7_) * _a1_) / y)));{'d0': {'_a1_': 93026293.36746728, '_a4_': 1149.5252347201117, '_a7_': 4423773382.450139, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.74499491017033};-76.6733450565999;38.526020358672504
20156;0.189347830372628;(x + (pow2(x) / ((((_a4_ ** y) / _a7_) * _a1_) / y)));{'d0': {'_a1_': 93026293.36746728, '_a4_': 1149.5252347201117, '_a7_': 4423773382.450139, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.74499491017033};-76.6733450565999;38.526020358672504
20157;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.73226806649096
20158;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.73226806649096
20159;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.73226806649096
20160;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.73226806649096
20161;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.73226806649096
20162;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.73226806649096
20163;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.73226806649096
20164;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.73226806649096
20165;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.73226806649096
20166;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.73226806649096
20167;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.73226806649096
20168;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.73226806649096
20169;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.73226806649096
20170;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.73226806649096
20171;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.73226806649096
20172;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.73226806649096
20173;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.73226806649096
20174;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.73226806649096
20175;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.73226806649096
20176;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.73226806649096
20177;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.73226806649096
20178;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.73226806649096
20179;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.73226806649096
20180;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.73226806649096
20181;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.73226806649096
20182;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.73226806649096
20183;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.73226806649096
20184;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.73226806649096
20185;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.73226806649096
20186;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.73226806649096
20187;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.73226806649096
20188;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.73226806649096
20189;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.73226806649096
20190;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.73226806649096
20191;-20.5065590994531;((_a2_ * pow2(_a7_)) * (y ** _a7_));{'d0': {'_a2_': 1.8033754177045322, '_a7_': 0.7926320086090405, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.7444713496928557};-80.8098706749342;19.898376238013924
20192;-20.5065590994531;((_a2_ * pow2(_a7_)) * (y ** _a7_));{'d0': {'_a2_': 1.8033754177045322, '_a7_': 0.7926320086090405, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.7444713496928557};-80.8098706749342;19.898376238013924
20193;-20.5065590994531;((_a2_ * pow2(_a7_)) * (y ** _a7_));{'d0': {'_a2_': 1.8033754177045322, '_a7_': 0.7926320086090405, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.7444713496928557};-80.8098706749342;19.898376238013924
20194;-20.5065590994531;((_a2_ * pow2(_a7_)) * (y ** _a7_));{'d0': {'_a2_': 1.8033754177045322, '_a7_': 0.7926320086090405, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.7444713496928557};-80.8098706749342;19.898376238013924
20195;-20.5065590994531;((_a2_ * pow2(_a7_)) * (y ** _a7_));{'d0': {'_a2_': 1.8033754177045322, '_a7_': 0.7926320086090405, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.7444713496928557};-80.8098706749342;19.898376238013924
20196;-20.5065590994531;((_a2_ * pow2(_a7_)) * (y ** _a7_));{'d0': {'_a2_': 1.8033754177045322, '_a7_': 0.7926320086090405, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.7444713496928557};-80.8098706749342;19.898376238013924
20197;-20.5065590994531;((_a2_ * pow2(_a7_)) * (y ** _a7_));{'d0': {'_a2_': 1.8033754177045322, '_a7_': 0.7926320086090405, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.7444713496928557};-80.8098706749342;19.898376238013924
20198;-20.5065590994531;((_a2_ * pow2(_a7_)) * (y ** _a7_));{'d0': {'_a2_': 1.8033754177045322, '_a7_': 0.7926320086090405, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.7444713496928557};-80.8098706749342;19.898376238013924
20199;-20.5065590994531;((_a2_ * pow2(_a7_)) * (y ** _a7_));{'d0': {'_a2_': 1.8033754177045322, '_a7_': 0.7926320086090405, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.7444713496928557};-80.8098706749342;19.898376238013924
20200;-20.5065590994531;((_a2_ * pow2(_a7_)) * (y ** _a7_));{'d0': {'_a2_': 1.8033754177045322, '_a7_': 0.7926320086090405, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.7444713496928557};-80.8098706749342;19.898376238013924
20201;-20.5065590994531;((_a2_ * pow2(_a7_)) * (y ** _a7_));{'d0': {'_a2_': 1.8033754177045322, '_a7_': 0.7926320086090405, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.7444713496928557};-80.8098706749342;19.898376238013924
20202;-20.5065590994531;((_a2_ * pow2(_a7_)) * (y ** _a7_));{'d0': {'_a2_': 1.8033754177045322, '_a7_': 0.7926320086090405, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.7444713496928557};-80.8098706749342;19.898376238013924
20203;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.73226806649096
20204;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.73226806649096
20205;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.73226806649096
20206;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.73226806649096
20207;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.73226806649096
20208;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.73226806649096
20209;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.73226806649096
