0;19.6574702640870;_a6_;{'d0': {'_a6_': 0.49915563956523623, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a7_': 1.0}};{'d0': 5.901687650940423};39.3149405281739;0.0
19663;-1.63437027960493;(y ** _a7_);{'d0': {'_a7_': 0.6459179584947873, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 2.324237564973524};-16.5958372514099;6.663548346099988
19664;-1.63437027960493;(y ** _a7_);{'d0': {'_a7_': 0.6459179584947873, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 2.324237564973524};-16.5958372514099;6.663548346099988
19665;-1.63437027960493;(y ** _a7_);{'d0': {'_a7_': 0.6459179584947873, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 2.324237564973524};-16.5958372514099;6.663548346099988
19666;-1.63437027960493;(y ** _a7_);{'d0': {'_a7_': 0.6459179584947873, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 2.324237564973524};-16.5958372514099;6.663548346099988
19667;-1.63437027960493;(y ** _a7_);{'d0': {'_a7_': 0.6459179584947873, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 2.324237564973524};-16.5958372514099;6.663548346099988
19668;-1.63437027960493;(y ** _a7_);{'d0': {'_a7_': 0.6459179584947873, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 2.324237564973524};-16.5958372514099;6.663548346099988
19669;-1.63437027960493;(y ** _a7_);{'d0': {'_a7_': 0.6459179584947873, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 2.324237564973524};-16.5958372514099;6.663548346099988
19670;-1.63437027960493;(y ** _a7_);{'d0': {'_a7_': 0.6459179584947873, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 2.324237564973524};-16.5958372514099;6.663548346099988
19671;-1.63437027960493;(y ** _a7_);{'d0': {'_a7_': 0.6459179584947873, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 2.324237564973524};-16.5958372514099;6.663548346099988
19672;-1.63437027960493;(y ** _a7_);{'d0': {'_a7_': 0.6459179584947873, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 2.324237564973524};-16.5958372514099;6.663548346099988
19673;-1.63437027960493;(y ** _a7_);{'d0': {'_a7_': 0.6459179584947873, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 2.324237564973524};-16.5958372514099;6.663548346099988
19674;-1.63437027960493;(y ** _a7_);{'d0': {'_a7_': 0.6459179584947873, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 2.324237564973524};-16.5958372514099;6.663548346099988
19675;-1.63437027960493;(y ** _a7_);{'d0': {'_a7_': 0.6459179584947873, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 2.324237564973524};-16.5958372514099;6.663548346099988
19676;-1.63437027960493;(y ** _a7_);{'d0': {'_a7_': 0.6459179584947873, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 2.324237564973524};-16.5958372514099;6.663548346099988
19677;-1.63437027960493;(y ** _a7_);{'d0': {'_a7_': 0.6459179584947873, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 2.324237564973524};-16.5958372514099;6.663548346099988
19678;-1.63437027960493;(y ** _a7_);{'d0': {'_a7_': 0.6459179584947873, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 2.324237564973524};-16.5958372514099;6.663548346099988
19679;-1.63437027960493;(y ** _a7_);{'d0': {'_a7_': 0.6459179584947873, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 2.324237564973524};-16.5958372514099;6.663548346099988
19680;-1.63437027960493;(y ** _a7_);{'d0': {'_a7_': 0.6459179584947873, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 2.324237564973524};-16.5958372514099;6.663548346099988
19681;-1.63437027960493;(y ** _a7_);{'d0': {'_a7_': 0.6459179584947873, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 2.324237564973524};-16.5958372514099;6.663548346099988
19682;-1.63437027960493;(y ** _a7_);{'d0': {'_a7_': 0.6459179584947873, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 2.324237564973524};-16.5958372514099;6.663548346099988
19683;-1.63437027960493;(y ** _a7_);{'d0': {'_a7_': 0.6459179584947873, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 2.324237564973524};-16.5958372514099;6.663548346099988
19684;-1.63437027960493;(y ** _a7_);{'d0': {'_a7_': 0.6459179584947873, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 2.324237564973524};-16.5958372514099;6.663548346099988
19685;-1.63437027960493;(y ** _a7_);{'d0': {'_a7_': 0.6459179584947873, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 2.324237564973524};-16.5958372514099;6.663548346099988
19686;-1.63437027960493;(y ** _a7_);{'d0': {'_a7_': 0.6459179584947873, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 2.324237564973524};-16.5958372514099;6.663548346099988
19687;-1.63437027960493;(y ** _a7_);{'d0': {'_a7_': 0.6459179584947873, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 2.324237564973524};-16.5958372514099;6.663548346099988
19688;-1.63437027960493;(y ** _a7_);{'d0': {'_a7_': 0.6459179584947873, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 2.324237564973524};-16.5958372514099;6.663548346099988
19689;-1.63437027960493;(y ** _a7_);{'d0': {'_a7_': 0.6459179584947873, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 2.324237564973524};-16.5958372514099;6.663548346099988
19690;-1.63437027960493;(y ** _a7_);{'d0': {'_a7_': 0.6459179584947873, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 2.324237564973524};-16.5958372514099;6.663548346099988
19691;2.06356419107886;(pow2(x) ** _a0_);{'d0': {'_a0_': 0.32295701681181593, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648242923};-16.5958372552623;10.361482818709973
19692;2.06356419107886;(pow2(x) ** _a0_);{'d0': {'_a0_': 0.32295701681181593, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648242923};-16.5958372552623;10.361482818709973
19693;2.06356419107886;(pow2(x) ** _a0_);{'d0': {'_a0_': 0.32295701681181593, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648242923};-16.5958372552623;10.361482818709973
19694;2.06356419107886;(pow2(x) ** _a0_);{'d0': {'_a0_': 0.32295701681181593, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648242923};-16.5958372552623;10.361482818709973
19695;2.06356419107886;(pow2(x) ** _a0_);{'d0': {'_a0_': 0.32295701681181593, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648242923};-16.5958372552623;10.361482818709973
19696;2.06356419107886;(pow2(x) ** _a0_);{'d0': {'_a0_': 0.32295701681181593, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648242923};-16.5958372552623;10.361482818709973
19697;2.06356419107886;(pow2(x) ** _a0_);{'d0': {'_a0_': 0.32295701681181593, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648242923};-16.5958372552623;10.361482818709973
19698;2.06356419107886;(pow2(x) ** _a0_);{'d0': {'_a0_': 0.32295701681181593, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648242923};-16.5958372552623;10.361482818709973
19699;2.06356419107886;(pow2(x) ** _a0_);{'d0': {'_a0_': 0.32295701681181593, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648242923};-16.5958372552623;10.361482818709973
19700;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19701;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19702;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19703;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19704;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19705;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19706;-1.63437027960493;(y ** _a7_);{'d0': {'_a7_': 0.6459179584947873, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 2.324237564973524};-16.5958372514099;6.663548346099988
19707;-1.63437027960493;(y ** _a7_);{'d0': {'_a7_': 0.6459179584947873, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 2.324237564973524};-16.5958372514099;6.663548346099988
19708;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19709;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19710;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19711;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19712;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19713;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19714;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19715;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19716;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19717;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19718;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19719;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19720;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19721;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19722;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19723;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19724;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19725;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19726;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19727;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19728;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19729;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19730;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19731;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19732;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19733;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19734;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19735;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19736;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19737;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19738;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19739;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19740;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19741;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19742;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19743;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19744;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19745;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19746;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19747;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19748;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19749;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19750;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19751;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
19752;-1.63437028157170;(x ** _a0_);{'d0': {'_a0_': 0.6459149456124544, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3242375648211495};-16.5958372553434;6.663548346099973
