0;-24.4729364497409;x;{'d0': {'_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.4513060446144521};-48.9458728994819;0.0
23050;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23051;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23052;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23053;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23054;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23055;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23056;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23057;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23058;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23059;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23060;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23061;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23062;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23063;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23064;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23065;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23066;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23067;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23068;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23069;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23070;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23071;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23072;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23073;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23074;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23075;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23076;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23077;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23078;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23079;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23080;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23081;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23082;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23083;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23084;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23085;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23086;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23087;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23088;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23089;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23090;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23091;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23092;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23093;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23094;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23095;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23096;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23097;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23098;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23099;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23100;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23101;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23102;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23103;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23104;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23105;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23106;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23107;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23108;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23109;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23110;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23111;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23112;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23113;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23114;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23115;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23116;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23117;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23118;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23119;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23120;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23121;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23122;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23123;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23124;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23125;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23126;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23127;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23128;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23129;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23130;-32.1070648416052;tanh((x * _a0_));{'d0': {'_a0_': 1.548798284348796, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693341997};-90.8435057924345;13.314688054612057
23131;-32.1070648416047;tanh((y * _a0_));{'d0': {'_a0_': 1.5487982832891591, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693342108};-90.8435057924335;13.314688054612057
23132;-32.1070648416047;tanh((y * _a0_));{'d0': {'_a0_': 1.5487982832891591, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693342108};-90.8435057924335;13.314688054612057
23133;-32.1070648416047;tanh((y * _a0_));{'d0': {'_a0_': 1.5487982832891591, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693342108};-90.8435057924335;13.314688054612057
23134;-32.1070648416047;tanh((y * _a0_));{'d0': {'_a0_': 1.5487982832891591, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693342108};-90.8435057924335;13.314688054612057
23135;-32.1070648416047;tanh((y * _a0_));{'d0': {'_a0_': 1.5487982832891591, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693342108};-90.8435057924335;13.314688054612057
23136;-32.1070648416047;tanh((y * _a0_));{'d0': {'_a0_': 1.5487982832891591, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693342108};-90.8435057924335;13.314688054612057
23137;-32.1070648416047;tanh((y * _a0_));{'d0': {'_a0_': 1.5487982832891591, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693342108};-90.8435057924335;13.314688054612057
23138;-32.1070648416047;tanh((y * _a0_));{'d0': {'_a0_': 1.5487982832891591, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6743074693342108};-90.8435057924335;13.314688054612057
